dbname,n,d,k,range,sigma_ratio,Measure,n_init,n_iter,iter,Purity,NMI,ARI,AMI,Homogeneity,Silhouette,Accuracy,Precision,Recall,Time,LSH_time,Time_lsh,n_group,Scoringtime
Dpname,151,2,3,-1,-1,DILCA,5,100,1,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.008302720000000008,0.0015735999999999528,0.0015735999999999528,2,0.005022099999999696|0.002107800000000104|0.0007743000000002276|0.0022023999999998267|0.0012056000000000289|0.02834369999999975|0.0038466999999999807|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.009582440000000058,0.0020967000000000624,0.0020967000000000624,2,0.006016800000000266|0.0021997000000002487|0.0008036000000002375|0.002265099999999798|0.0012992999999998922|0.03697220000000012|0.005546100000000109|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.39072847682119205,0.0994224867884018,0.04970465632462536,0.08595411150510054,0.1199709500111085,0.9148533585619678,0.5072847682119205,0.3523505976095618,0.3523505976095618,0.008308879999999963,0.0019404999999999006,0.0019404999999999006,2,0.004902300000000359|0.0020157000000002867|0.000678699999999921|0.002279300000000095|0.001560299999999959|0.03193049999999964|0.0036844999999998684|
Dpname,151,2,3,-1,-1,DILCA,5,100,1,0.4105960264900662,0.08341284368235259,0.047733099555669,0.06992726147094083,0.09939035996461756,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.008529040000000076,0.001697899999999919,0.001697899999999919,2,0.005806600000000106|0.0020147999999999833|0.0006509999999999572|0.0020196999999999576|0.0010861000000002008|0.027369399999999988|0.004555499999999935|
Dpname,151,2,3,-1,-1,DILCA,5,100,1,0.4105960264900662,0.08341284368235258,0.047733099555669,0.06992726147094082,0.09939035996461755,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.01167884000000008,0.002340399999999576,0.002340399999999576,2,0.00955280000000025|0.002100299999999944|0.0007308000000003645|0.0021881999999999735|0.00118829999999992|0.042162299999999764|0.00973960000000007|
