dbname,n,d,k,range,sigma_ratio,Measure,n_init,n_iter,iter,Purity,NMI,ARI,AMI,Homogeneity,Silhouette,Accuracy,Precision,Recall,Time,LSH_time,Time_lsh,n_group,Scoringtime
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.4105960264900662,0.0834128436823526,0.047733099555669,0.06992726147094082,0.09939035996461755,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.008990139999999957,0.0018406999999998064,0.0018406999999998064,2,0.004374500000000392|0.0021460000000002033|0.000790700000000033|0.0029474000000000444|0.0012786000000000186|0.030757499999999993|0.00516810000000012|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.4105960264900662,0.0834128436823526,0.047733099555669,0.06992726147094082,0.09939035996461755,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.007255080000000014,0.0015980999999998247,0.0015980999999998247,2,0.004519500000000232|0.0029860999999997695|0.000746400000000147|0.0020855000000001844|0.0011051999999995843|0.030885400000000285|0.006098799999999738|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.4105960264900662,0.0834128436823526,0.047733099555669,0.06992726147094082,0.09939035996461755,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.007380160000000036,0.0018548999999996596,0.0018548999999996596,2,0.0040279999999999205|0.003467000000000109|0.0007937000000000083|0.0021012999999996396|0.0011131999999998143|0.02774619999999972|0.005379599999999929|
Dpname,151,2,3,-1,-1,DILCA,5,100,2,0.4105960264900662,0.0834128436823526,0.047733099555669,0.06992726147094082,0.09939035996461755,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.008093780000000005,0.0017000999999998712,0.0017000999999998712,2,0.003925900000000038|0.0019644999999997026|0.0006808000000000369|0.0019903000000001114|0.001069900000000068|0.0289056999999997|0.0052354999999999485|
Dpname,151,2,3,-1,-1,DILCA,5,100,1,0.4105960264900662,0.08341284368235259,0.047733099555669,0.06992726147094083,0.09939035996461756,0.9241420830824806,0.5078145695364238,0.3515511975566629,0.3515511975566629,0.009009839999999958,0.0016487999999998948,0.0016487999999998948,2,0.004148700000000005|0.0018506000000000355|0.0006812999999996627|0.002500899999999806|0.0013445000000000817|0.0376852999999997|0.004509100000000377|
Dpname,151,2,3,-1,-1,DILCA,5,100,1,0.36423841059602646,0.0486484787243791,0.014090048070913994,0.0324861568465318,0.06825408709626607,0.8344918176345029,0.4491832229580574,0.3349546470356251,0.3349546470356251,0.009224540000000036,0.0014910000000001311,0.0014910000000001311,2,0.005066900000000096|0.001911799999999797|0.0010932999999999637|0.0020700000000002383|0.001109399999999816|0.028826099999999855|0.004003299999999932|
Dpname,683,35,19,-1,-1,DILCA,5,100,11,0.2913616398243045,0.682947679779756,0.37094469364915844,0.652207178456354,0.7200548179883254,0.27796725617413076,0.8821827112574763,0.37157353252061165,0.37157353252061165,1.07713796,0.022836099999999693,0.022836099999999693,2,0.4902130000000007|0.013928099999999333|0.0021593000000006413|0.009579699999999747|0.0013987000000010852|4.7660885|0.35687420000000003|
Dpname,47,21,4,-1,-1,DILCA,5,100,4,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,0.4751663815301377,1.0,1.0,1.0,0.011027100000000001,0.006711199999999806,0.006711199999999806,2,0.0035449999999999093|0.0018835999999997632|0.0006632999999998113|0.0020042000000000115|0.0010987999999998443|0.01573620000000009|0.0023966999999998073|
Dpname,47,21,4,-1,-1,DILCA,5,100,4,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,0.4751663815301377,1.0,1.0,1.0,0.011338860000000039,0.005433000000000021,0.005433000000000021,2,0.0019476999999996636|0.0019282000000000465|0.0007724999999996207|0.002275500000000097|0.0011480999999999852|0.015263000000000027|0.002420600000000217|
Dpname,625,4,3,-1,-1,DILCA,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.02674568000000006,0.00638369999999977,0.00638369999999977,2,0.017033099999999912|0.0020652999999999366|0.0007929999999998216|0.0024994000000000405|0.0012987999999998223|0.7294475|0.015664800000000145|
Dpname,625,4,3,-1,-1,Overlap,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.028704280000000006,0.0066910000000000025,0.0066910000000000025,2,0.017524600000000223|0.0034546999999998107|0.002390500000000184|0.0032296000000000546|0.0017627999999998423|1.0607436|0.017863399999999974|
Dpname,625,4,3,-1,-1,Overlap,5,100,1,0.2368,0.06392360301258468,0.06961922713821174,0.06056403279636228,0.0643822123857305,0.1401322354113577,0.5381538461538462,0.46633513513513514,0.46633513513513514,0.026026740000000003,0.006546099999999999,0.006546099999999999,2,0.01656879999999994|0.0020118999999998444|0.0007019000000001441|0.003445999999999838|0.0025039000000002254|0.7266005999999998|0.015176300000000253|
Dpname,101,16,7,-1,-1,Overlap,5,100,5,0.9306930693069307,0.8796149563430015,0.9008144566216795,0.8635917748835701,0.8767561280280243,0.5773165653952034,0.9649504950495049,0.9393673110720563,0.9393673110720563,0.029142500000000026,0.005002499999999799,0.005002499999999799,2,0.01287819999999984|0.002063299999999657|0.0007359000000000115|0.0024294999999998623|0.0011746000000001366|0.05463330000000033|0.00987870000000024|
Dpname,101,16,7,-1,-1,DILCA,5,100,5,0.8118811881188119,0.8786484229822104,0.865249264165036,0.8624664141659324,0.8636427014570761,0.5698168242384746,0.9534653465346534,0.943502824858757,0.943502824858757,0.023989979999999987,0.0063163000000003855,0.0063163000000003855,2,0.012243200000000343|0.0018705999999997225|0.0006623999999999519|0.0021589999999998|0.0016541000000001027|0.05153059999999998|0.008772800000000025|
Dpname,101,16,7,-1,-1,DILCA,5,100,5,0.8118811881188119,0.8786484229822104,0.865249264165036,0.8624664141659324,0.8636427014570761,0.5698168242384746,0.9534653465346534,0.943502824858757,0.943502824858757,0.024687020000000004,0.005287599999999948,0.005287599999999948,2,0.011960399999999982|0.0018416000000001098|0.0006349000000001048|0.0021032000000000828|0.001039200000000129|0.05960099999999979|0.010340499999999864|
Dpname,101,16,7,-1,-1,DILCA,5,100,5,0.8118811881188119,0.8786484229822104,0.865249264165036,0.8624664141659324,0.8636427014570761,0.5698168242384746,0.9534653465346534,0.943502824858757,0.943502824858757,0.024788799999999965,0.005921599999999749,0.005921599999999749,2,0.01678960000000007|0.0019101000000003587|0.0006417000000000783|0.0022847999999999757|0.0013103000000000975|0.0527145|0.009133299999999789|
Dpname,101,16,7,-1,-1,Overlap,5,100,5,0.9306930693069307,0.8796149563430015,0.9008144566216795,0.8635917748835701,0.8767561280280243,0.5773165653952034,0.9649504950495049,0.9393673110720563,0.9393673110720563,0.031459100000000004,0.004516399999999976,0.004516399999999976,2,0.011858299999999655|0.0019721999999999795|0.0010844000000003184|0.0028142999999998253|0.001086700000000107|0.06624300000000005|0.01983289999999993|
Dpname,101,16,7,-1,-1,Overlap,5,100,5,0.9306930693069307,0.8796149563430015,0.9008144566216795,0.8635917748835701,0.8767561280280243,0.5773165653952034,0.9649504950495049,0.9393673110720563,0.9393673110720563,0.02963041999999998,0.005366800000000005,0.005366800000000005,2,0.013101699999999994|0.001879799999999765|0.0006655000000002076|0.0026393999999996254|0.0011453999999999631|0.050803000000000154|0.012827900000000003|
Dpname,47,21,4,-1,-1,Overlap,5,100,3,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,0.4751663815301377,1.0,1.0,1.0,0.01145258,0.008909599999999962,0.008909599999999962,2,0.006143600000000138|0.0026220000000001242|0.0007667000000002311|0.001938200000000112|0.001024300000000089|0.01632789999999984|0.0028847000000000733|
