dataset,n,d,k,npr,AMI1,AMI1_,ARI1,ARI1_,Ac1,Ac1_,HOMO1,HOMO1_,Pr1,Pr1_,Rc1,Rc1_,Sil1,Sil1_,Purity1,Purity1_,Time1,Time1_,AMI2,AMI2_,ARI2,ARI2_,Ac2,Ac2_,HOMO2,HOMO2_,Pr2,Pr2_,Rc2,Rc2_,Sil2,Sil2_,Purity2,Purity2_,Time2,Time2_
SYN_512_64_64_16_10.csv,512,64,64,64,0.8817124769755836,0.03556348689707954,0.80935206121523,0.04826750098170384,0.994528813371453,0.0014542276202115843,0.947859119299042,0.01675043192388485,0.7693651226929653,0.052486373511119386,0.8602294921875,0.04210119307112349,0.13676877301074453,0.013377848272707778,0.7392578125,0.06164538695068598,1.4120958301064093,0.010416551778584835,0.8817124769755836,0.03556348689707954,0.80935206121523,0.04826750098170384,0.994528813371453,0.0014542276202115843,0.947859119299042,0.01675043192388485,0.7693651226929653,0.052486373511119386,0.8602294921875,0.04210119307112349,0.13676877301074453,0.013377848272707778,0.7392578125,0.06164538695068598,2.138783441274427,0.021907364188204985
SYN_1024_64_64_16_10.csv,1024,64,64,64,0.9545773669061244,0.01855613153381929,0.9045649758999619,0.031190772363140756,0.9971102866492547,0.0009793432110973672,0.9761552087743994,0.011090726522965427,0.8697500762313364,0.039832260871271986,0.9459065755208333,0.02261719681163677,0.16657638371921074,0.009263504943893951,0.8068389892578125,0.05270389939015478,2.8209653600293674,0.02578567937421188,0.9545773669061244,0.01855613153381929,0.9045649758999619,0.031190772363140756,0.9971102866492547,0.0009793432110973672,0.9761552087743994,0.011090726522965427,0.8697500762313364,0.039832260871271986,0.9459065755208333,0.02261719681163677,0.16657638371921074,0.009263504943893951,0.8068389892578125,0.05270389939015478,4.172464109677821,0.05181630841406097
SYN_2048_64_64_16_10.csv,2048,64,64,64,0.9692283791115184,0.011711365025642465,0.9266358846112486,0.021830704030433756,0.9977203577858795,0.0007062749909931286,0.9813089627360387,0.00861631102736294,0.8951437883973082,0.03154369580384379,0.963351834204889,0.01433186959656311,-2.0,0.0,0.833251953125,0.06360466575197675,5.62007874432602,0.03475972222279682,0.9692283791115184,0.011711365025642465,0.9266358846112486,0.021830704030433756,0.9977203577858795,0.0007062749909931286,0.9813089627360387,0.00861631102736294,0.8951437883973082,0.03154369580384379,0.963351834204889,0.01433186959656311,-2.0,0.0,0.833251953125,0.06360466575197675,8.014385861478512,0.06409037930645635
SYN_4096_64_64_16_10.csv,4096,64,64,64,0.9692353112988744,0.015092268087034615,0.9335157054906467,0.02634873977106599,0.9979208698202838,0.00084147047727722,0.9771511014164356,0.012422448085872593,0.9098703793689198,0.03495252966209821,0.9610030159117684,0.01898130038815797,-2.0,0.0,0.8550567626953125,0.05689651752609896,11.235877260385314,0.07718069002149694,0.9692353112988744,0.015092268087034615,0.9335157054906467,0.02634873977106599,0.9979208698202838,0.00084147047727722,0.9771511014164356,0.012422448085872593,0.9098703793689198,0.03495252966209821,0.9610030159117684,0.01898130038815797,-2.0,0.0,0.8550567626953125,0.05689651752609896,15.727789335418493,0.12608012236874838
SYN_8192_64_64_16_10.csv,8192,64,64,64,0.969324741490674,0.014576253188938999,0.9375489724667458,0.02501180276586261,0.99804462185565,0.0007952107135344013,0.9744533602458922,0.013223524436575323,0.9186210024706911,0.03226067924200863,0.9596371387872171,0.019624541624893087,-2.0,0.0,0.8711948394775391,0.05540441957802133,24.181897967203987,0.22052456532307418,0.969324741490674,0.014576253188938999,0.9375489724667458,0.02501180276586261,0.99804462185565,0.0007952107135344013,0.9744533602458922,0.013223524436575323,0.9186210024706911,0.03226067924200863,0.9596371387872171,0.019624541624893087,-2.0,0.0,0.8711948394775391,0.05540441957802133,31.028740312438458,0.2644776490743885
SYN_16384_64_64_16_10.csv,16384,64,64,64,0.9582779604013544,0.01618505907604294,0.9238330375269506,0.027686681223825473,-2.0,0.0,0.9629154061365708,0.014858839705229686,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,49.53690193302464,0.3187068702918794,0.9582779604013544,0.01618505907604294,0.9238330375269506,0.027686681223825473,-2.0,0.0,0.9629154061365708,0.014858839705229686,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,61.73338858017814,0.5014710571827532
SYN_32768_64_64_16_10.csv,32768,64,64,64,0.9581565897153738,0.02000276438173016,0.9248538681204396,0.033172842282057184,-2.0,0.0,0.9620324235110032,0.018637127376734102,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,91.63865379305207,2.677490386441542,0.9581565897153738,0.02000276438173016,0.9248538681204396,0.033172842282057184,-2.0,0.0,0.9620324235110032,0.018637127376734102,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,123.05715731662931,1.1149608220561995
SYN_65536_64_64_16_10.csv,65536,64,64,64,0.9578516689965253,0.019344342737221038,0.927141003732455,0.033505473262364895,-2.0,0.0,0.9610766681198982,0.018075604180438236,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,185.53807847219286,7.955110010392819,0.9578516689965253,0.019344342737221038,0.927141003732455,0.033505473262364895,-2.0,0.0,0.9610766681198982,0.018075604180438236,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,245.30630678076994,2.8318162763121335
SYN_131072_64_64_16_10.csv,131072,64,64,64,0.954351126778499,0.017576140818682567,0.9210812712788201,0.02892064116818483,-2.0,0.0,0.957577448151032,0.016639023292586264,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,370.1598960720469,23.943039342820356,0.954351126778499,0.017576140818682567,0.9210812712788201,0.02892064116818483,-2.0,0.0,0.957577448151032,0.016639023292586264,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,490.08257182791135,6.119323929743048
SYN_262144_64_64_16_10.csv,262144,64,64,64,0.9562944524844108,0.018454136934674393,0.9260289649203146,0.0314807613153091,-2.0,0.0,0.9592568578938252,0.017270703174714443,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,745.1347687634465,50.30075037124317,0.9562944524844108,0.018454136934674393,0.9260289649203146,0.0314807613153091,-2.0,0.0,0.9592568578938252,0.017270703174714443,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,1061.5570838001556,8.928169611397994
