dataset,n,d,k,npr,AMI1,AMI1_,ARI1,ARI1_,Ac1,Ac1_,HOMO1,HOMO1_,Pr1,Pr1_,Rc1,Rc1_,Sil1,Sil1_,Purity1,Purity1_,Time1,Time1_,AMI2,AMI2_,ARI2,ARI2_,Ac2,Ac2_,HOMO2,HOMO2_,Pr2,Pr2_,Rc2,Rc2_,Sil2,Sil2_,Purity2,Purity2_,Time2,Time2_
SYN_4096_8_64_4_10.csv,4096,8,64,4,0.944419667722821,0.006989835638203277,0.785743466036316,0.015323578699062876,0.9920011601896368,0.000694309640041678,0.9844909918374501,0.0031726946631168737,0.6639325228063092,0.020005226598303876,0.9746035621279763,0.005124069677385475,-2.0,0.0,0.604736328125,0.0578183042344738,2.2496622981503607,0.006318980026092818,0.9436266619291412,0.005625772878812465,0.7831052577451084,0.011495156621994514,0.991883293030754,0.0005270497028378997,0.9843813561881476,0.002634672594933307,0.6603052449821573,0.0149327673774602,0.9743787977430556,0.004274282179515063,-2.0,0.0,0.5968017578125,0.0502281882835402,1.4354157862486319,0.07026838521664219
SYN_4096_16_64_4_10.csv,4096,16,64,4,0.9580841036926508,0.007948023997165002,0.834497501163026,0.025460532884728534,0.9941147800766942,0.0010531740628889337,0.9891336885713752,0.0032165021013016437,0.7314204949993878,0.03600122598882002,0.9805481925843255,0.00579975209768603,-2.0,0.0,0.66876220703125,0.028094410155520583,3.3367164106806744,0.01104281986081479,0.957892953857108,0.007731524998904152,0.8341074376562779,0.025140110318165623,0.9941028860462454,0.0010435106551747542,0.9887973971507222,0.002803466925459784,0.7312769481958233,0.03589261480538025,0.9797750806051588,0.004894134474087675,-2.0,0.0,0.6683349609375,0.02784407505654838,2.0725098482333126,0.10035435062728627
SYN_4096_32_64_4_10.csv,4096,32,64,4,0.955445589793214,0.013473407182576447,0.7835950074407676,0.05944031818594737,0.9915341033749236,0.0028389373731909228,0.9975101896535816,0.0012705212606741866,0.6552534627418997,0.08041981921828611,0.9958476717509921,0.0021053646845739845,-2.0,0.0,0.63153076171875,0.09744612021177614,5.448992690816522,0.0075425037781953206,0.9554132152237503,0.013429332197826108,0.7835357627759116,0.05935264274749038,0.9915322849893162,0.0028363547621997882,0.9974528466083238,0.0012287075330644087,0.6552329490984409,0.08038867445260205,0.9957294766865079,0.0020165220855084607,-2.0,0.0,0.6314697265625,0.09738219908617883,3.5113570704357695,0.3835864574912535
SYN_4096_64_64_4_10.csv,4096,64,64,4,0.9506058987841892,0.004712435689546812,0.7645403719842041,0.022158498944607936,0.9907671619829823,0.0011788934779485146,0.9975707430586475,0.002046013410680843,0.6271987545390922,0.029018758013881898,0.9951036241319444,0.004377337081658831,-2.0,0.0,0.5972900390625,0.04592131997961011,9.812398403184488,0.06017593057310887,0.9506058987841892,0.004712435689546812,0.7645403719842041,0.022158498944607936,0.9907671619829823,0.0011788934779485146,0.9975707430586475,0.002046013410680843,0.6271987545390922,0.029018758013881898,0.9951036241319444,0.004377337081658831,-2.0,0.0,0.5972900390625,0.04592131997961011,6.462152524758131,0.2873840330951666
SYN_4096_128_64_4_10.csv,4096,128,64,4,0.9537467078785624,0.008261645971678272,0.7734902875984501,0.04039239428624313,0.9911566840277777,0.0019361067803418612,0.9975407312104276,0.0011377232918934708,0.6400141563260322,0.053459583504633965,0.9950009300595237,0.002716186739777454,-2.0,0.0,0.62469482421875,0.03580319352251201,19.85197659181431,0.3128833007401075,0.9537467078785624,0.008261645971678272,0.7734902875984501,0.04039239428624313,0.9911566840277777,0.0019361067803418612,0.9975407312104276,0.0011377232918934708,0.6400141563260322,0.053459583504633965,0.9950009300595237,0.002716186739777454,-2.0,0.0,0.62469482421875,0.03580319352251201,11.98849264844321,0.4702919339747105
SYN_4096_256_64_4_10.csv,4096,256,64,4,0.9592362985654284,0.00949110428115916,0.7979233627372113,0.04860115400267975,0.9922711457379425,0.002320561332400977,0.9986250158395361,0.0007471850666539954,0.6725822653762109,0.06533720389103989,0.9976244729662698,0.0014258227151406747,-2.0,0.0,0.678466796875,0.04651343455104924,40.493689584708775,0.2789379260429343,0.9592362985654284,0.00949110428115916,0.7979233627372113,0.04860115400267975,0.9922711457379425,0.002320561332400977,0.9986250158395361,0.0007471850666539954,0.6725822653762109,0.06533720389103989,0.9976244729662698,0.0014258227151406747,-2.0,0.0,0.678466796875,0.04651343455104924,22.984542922419497,2.001519539318041
SYN_4096_512_64_4_10.csv,4096,512,64,4,0.9591004265006211,0.004072947828672279,0.7981221421685766,0.021772238193025983,0.9923895196600275,0.0010134836400627193,0.9985439664057287,0.0009308526467149791,0.6709238128030063,0.029592555920159712,0.9973822699652778,0.0018172423858797944,-2.0,0.0,0.60955810546875,0.0385793851458883,81.60984920340124,0.9121790581937398,0.9591004265006211,0.004072947828672279,0.7981221421685766,0.021772238193025983,0.9923895196600275,0.0010134836400627193,0.9985439664057287,0.0009308526467149791,0.6709238128030063,0.029592555920159712,0.9973822699652778,0.0018172423858797944,-2.0,0.0,0.60955810546875,0.0385793851458883,49.44348362728488,1.4857308187757041
