dbname,n,d,k,range,sigma_ratio,Measure,n_init,n_iter,iter,Purity,NMI,ARI,AMI,Homogeneity,Silhouette,Accuracy,Precision,Recall,Time,LSH_time,Score,Scoringtime
Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.16619764000643045,-1,4379.0,Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.14141894000349567,-1,4379.0,0.01614379999227822|0.0014779000193811953|0.0006371000199578702|0.003257900010794401|0.0008886000141501427|2.2150992999668233|0.005541899998206645|,0.01538510003592819|0.0012262999662198126|0.0005537999677471817|0.0031802000012248755|0.0008218999719247222|2.213048300007358|0.00551899999845773|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.15168150000972674,-1,4379.0,0.016025699966121465|0.0014449000009335577|0.0005893000052310526|0.0034414000110700727|0.0013262999709695578|2.3057647999958135|0.005646800040267408|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.15168150000972674,-1,4379.0,Dpname,1024,20,8,-1,-1,None,5,100,1,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.14364117999793963,-1,4379.0,0.016025699966121465|0.0014449000009335577|0.0005893000052310526|0.0034414000110700727|0.0013262999709695578|2.3057647999958135|0.005646800040267408|,0.01613940001698211|0.0012238000053912401|0.0005454999627545476|0.0031528000254184008|0.0007955000037327409|2.327161299996078|0.005656099994666874|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.17386075999820605,-1,4379.0,0.01542790001258254|0.0015102000324986875|0.0005998000269755721|0.0033390999888069928|0.0008333000005222857|2.2039108999888413|0.0055118000018410385|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.17386075999820605,-1,4379.0,Dpname,1024,20,8,-1,-1,None,5,100,2,0.4384765625,0.8894738389986304,0.8157453354595747,0.8881008717802511,0.9143012695646171,0.40077905024925964,0.9571668041300098,0.7821426678679315,0.9078508266051518,0.17411940000019968,-1,5753.0,0.01542790001258254|0.0015102000324986875|0.0005998000269755721|0.0033390999888069928|0.0008333000005222857|2.2039108999888413|0.0055118000018410385|,0.016800499986857176|0.001337299996521324|0.0006385999731719494|0.0032241999870166183|0.0009934999980032444|2.203100699989591|0.0051383000100031495|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.8447265625,0.9303362474199426,0.839429533014185,0.9294866673539796,0.9541745214162362,0.4407564403211654,0.96207920943304,0.7893172412909508,0.9474356016916571,0.19515939999837428,-1,5642.0,0.017673700000159442|0.0017349999980069697|0.0007341000018641353|0.0036554000107571483|0.000996899965684861|2.288022499997169|0.007373299973551184|
Dpname,1024,20,8,-1,-1,None,5,100,2,0.8447265625,0.9303362474199426,0.839429533014185,0.9294866673539796,0.9541745214162362,0.4407564403211654,0.96207920943304,0.7893172412909508,0.9474356016916571,0.19515939999837428,-1,5642.0,Dpname,1024,20,8,-1,-1,None,5,100,2,0.998046875,0.9945052877244078,0.9955313240489965,0.994440429887118,0.9945034633041879,0.5393496987389322,0.9990282105327468,0.99609375,0.996078431372549,0.183151079993695,-1,4379.0,0.017673700000159442|0.0017349999980069697|0.0007341000018641353|0.0036554000107571483|0.000996899965684861|2.288022499997169|0.007373299973551184|,0.015798799984622747|0.0012079000007361174|0.0005530000198632479|0.003086899989284575|0.0008528000325895846|2.3315109999966808|0.0061157000018283725|
Dpname,512,20,20,-1,-1,None,5,100,3,0.919921875,0.9621142452772067,0.9194053344211669,0.9559984047810219,0.9663337370358224,0.46261676962886145,0.9924474070450098,0.9027904155292691,0.9449206349206349,0.16548262001015246,-1,2426.0,0.032920600031502545|0.0013737999834120274|0.0005569999921135604|0.004368299967609346|0.0007851999835111201|0.5700036999769509|0.028917199990246445|
Dpname,512,20,20,-1,-1,None,5,100,3,0.919921875,0.9621142452772067,0.9194053344211669,0.9559984047810219,0.9663337370358224,0.46261676962886145,0.9924474070450098,0.9027904155292691,0.9449206349206349,0.16548262001015246,-1,2426.0,Dpname,512,20,20,-1,-1,None,5,100,3,0.79296875,0.9468755456417796,0.8523103436029188,0.9386191147963541,0.9619665175860274,0.4161058550086033,0.9854528498043053,0.8017016604912859,0.9273015873015873,0.14329214000608773,-1,2640.0,0.032920600031502545|0.0013737999834120274|0.0005569999921135604|0.004368299967609346|0.0007851999835111201|0.5700036999769509|0.028917199990246445|,0.032210899982601404|0.0011519999825395644|0.0005173999816179276|0.004454999987501651|0.0009672999731265008|0.6096424999996088|0.028991800034418702|
Dpname,512,20,20,-1,-1,None,5,100,4,1.0,1.0,1.0,1.0,1.0,0.5279950884342917,1.0,1.0,1.0,0.15579017999116332,-1,2168.0,0.03253759996732697|0.0014001999516040087|0.0005425999988801777|0.004390099958982319|0.000729900028090924|0.5809816000401042|0.028978299989830703|
Dpname,512,20,20,-1,-1,None,5,100,3,0.845703125,0.9519170555458358,0.8724528652268022,0.94448985495202,0.9675572962560183,0.41373375277466906,0.9874403742661448,0.8197171495262942,0.9476190476190476,0.2301344000035897,-1,2642.0,0.041958099987823516|0.0034955000155605376|0.0011882999679073691|0.005328300001565367|0.0015708000282756984|1.130906100035645|0.030762300011701882|
Dpname,512,20,20,-1,-1,None,5,100,3,0.91796875,0.9649125548133833,0.9224232267685492,0.9593065909872165,0.9707431146417224,0.4675411593893036,0.9926996697651663,0.9018192752969478,0.9520634920634921,0.14863332000095397,-1,2414.0,0.03287210001144558|0.00136160000693053|0.0005593000096268952|0.004366000008303672|0.0007776999846100807|0.540237600042019|0.029755600029602647|
Dpname,512,20,20,-1,-1,None,5,100,2,0.841796875,0.9800312276101224,0.9367962337481754,0.9768516519027616,0.9883235886152832,0.4762291025317432,0.9939609833659491,0.9016034985422741,0.9817460317460317,0.15236416000407188,-1,2427.0,0.03252150001935661|0.0014408999704755843|0.0005627999780699611|0.004501799994613975|0.0009735999628901482|0.5574610999901779|0.029152699979022145|
Dpname,512,20,20,-1,-1,None,5,100,3,0.84765625,0.9511438684586556,0.8780080384222609,0.9437104322587341,0.967988045763464,0.4192625321393061,0.9879907656555773,0.8248385767275724,0.953015873015873,0.14913176000118256,-1,2647.0,0.03334980004001409|0.0015653999871574342|0.0005490000476129353|0.0042449000175111|0.0007443999638780951|0.6217826000065543|0.029184300045017153|
Dpname,512,20,20,-1,-1,None,5,100,2,0.8984375,0.9810178967461076,0.9406192899605808,0.9780138099275354,0.9898286364130986,0.4825768185951211,0.9943279109589042,0.905338389731622,0.9852380952380952,0.13996150000020863,-1,2427.0,0.031976799946278334|0.0013956999755464494|0.0005534999654628336|0.004323399974964559|0.0007957000052556396|0.5905154999927618|0.02879930002382025|
Dpname,512,20,20,-1,-1,None,5,100,3,0.80078125,0.9670298425369384,0.8845795506421782,0.9618755644333868,0.9834599565326717,0.42597132616516625,0.9885029354207436,0.8219656283566058,0.9717460317460317,0.15367266000248492,-1,2679.0,0.03286069998284802|0.0013896999880671501|0.0005593000096268952|0.0042773999739438295|0.0008950000046752393|0.5788932999712415|0.02744540001731366|
Syn_512_20_20_8_10,512,20,20,-1,-1,None,5,100,2,0.8046875,0.9659739984877868,0.9274449513263283,0.9605938730193003,0.9731524350819513,0.4609940808197638,0.9931506849315068,0.9036450552733791,0.9601587301587302,0.14234968000091613,-1,2432.0,0.03820340003585443|0.0016630999743938446|0.000582600012421608|0.004414100025314838|0.0007863999926485121|0.5961894999491051|0.02953579998575151|
Syn_512_20_20_8_10,512,20,20,-1,-1,None,5,100,3,0.8515625,0.972605446259516,0.9314892106811279,0.9682714494923315,0.980726778409874,0.4725570790569462,0.9934870352250489,0.9011782032400589,0.9712698412698413,0.15666101999813692,-1,2434.0,0.032853999990038574|0.0014555000234395266|0.0005854000337421894|0.004495599947404116|0.0008292000275105238|0.6066670000436716|0.029179900011513382|
Syn_512_20_20_8_10,512,20,20,-1,-1,None,5,100,3,0.751953125,0.9441886330347108,0.8693735571176748,0.9355660577118722,0.9591261497067827,0.40739640927785115,0.9871804672211351,0.819488597097443,0.9411111111111111,0.16422263999702408,-1,2667.0,0.03640629997244105|0.00150529999518767|0.0005878999945707619|0.004427200008649379|0.0009082999895326793|0.7122253999696113|0.03446390002500266|
Syn_512_20_20_8_10,512,20,20,-1,-1,None,5,100,5,0.912109375,0.9603834486588237,0.9203228868475721,0.9541203800366518,0.9671166503692618,0.46359437382077107,0.9925009173189824,0.8997444761761612,0.9501587301587302,0.16759219999657943,-1,2416.0,0.032720299961511046|0.0014670999953523278|0.0005654999986290932|0.0044176000519655645|0.0008681999752297997|0.5786536000086926|0.03028390003601089|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,2,0.994140625,0.9917094443888674,0.9874947903882046,0.9903592025061264,0.9917348189615836,0.4797853622982373,0.9988533512720157,0.9879403364011425,0.9882539682539683,0.09529535999754443,-1,1109.0,0.032539700041525066|0.0014331999700516462|0.0005588000058196485|0.004401099984534085|0.0007503999513573945|0.3278652000008151|0.02895219996571541|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,4,0.83984375,0.9559625500177693,0.8661867318671732,0.9490523036520444,0.9719501644902193,0.39927872243244644,0.9866606531311155,0.805335835902936,0.9534920634920635,0.09976077999453992,-1,1340.0,0.03234199999133125|0.0014047000440768898|0.0005695000290870667|0.004227099998388439|0.0007541000377386808|0.34167140000499785|0.030352399975527078|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,2,0.896484375,0.97287400470371,0.9298849626061703,0.968537006817733,0.9799050009420138,0.443450656324027,0.9933417930528375,0.9006642066420664,0.9685714285714285,0.09744578000390902,-1,1213.0,0.03275980002945289|0.0014102999703027308|0.0005536000244319439|0.004671100003179163|0.0009218999766744673|0.3384286999935284|0.028449400037061423|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,3,0.822265625,0.9347710119151916,0.849132629537315,0.9243313453413718,0.943499471009559,0.3886311238697533,0.9854910714285714,0.8166906474820144,0.900952380952381,0.0912458600010723,-1,1325.0,0.03278919996228069|0.0015761000104248524|0.000640300044324249|0.004356699995696545|0.0007821000181138515|0.32055629999376833|0.028603399987332523|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,2,0.908203125,0.9568922038150627,0.9159831603749069,0.9501339003919107,0.9647505322799338,0.4137211379772296,0.9920651908023483,0.8926865671641792,0.9493650793650794,0.09735323999775573,-1,1217.0,0.03267099999357015|0.0014044999843463302|0.0005643999902531505|0.004372499999590218|0.000812700018286705|0.323074399959296|0.029058000014629215|
Syn_512_10_20_8_10,512,10,20,-1,-1,None,5,100,4,0.994140625,0.9917094443888674,0.9874947903882046,0.9903592025061264,0.9917348189615836,0.4797853622982373,0.9988533512720157,0.9879403364011425,0.9882539682539683,0.09568495999556034,-1,1109.0,0.03237490000901744|0.0013550000148825347|0.0005505000008270144|0.004384000028949231|0.0007407000521197915|0.34287699998822063|0.028487099974881858|
