"[0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0]"
"[0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0]"
"[0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0]"
"[0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0, 0.8147129619347883]","[0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0.8147129619347883, 0]"
