"[0.0, 0.27317153070037364, 0.06997023176561111, 0.04375330675333982]","[0.27317153070037364, 0.0, 0.2270839704374345, 0.2781095241220757]","[0.06997023176561111, 0.2270839704374345, 0.0, 0.06267567902097863]","[0.04375330675333982, 0.2781095241220757, 0.06267567902097863, 0.0]"
"[0.0, 0.12250681907195052, 0.037124185219410924, 0.25125855526787794, 0.05474773590527961, 0.051443828756782606]","[0.12250681907195052, 0.0, 0.13053198219135903, 0.29222274846535023, 0.15742818715256404, 0.15335265281303337]","[0.037124185219410924, 0.13053198219135903, 0.0, 0.23434285967576554, 0.03434456316491264, 0.04470541068219148]","[0.25125855526787794, 0.29222274846535023, 0.23434285967576554, 0.0, 0.22675176166098782, 0.2552467592735667]","[0.05474773590527961, 0.15742818715256404, 0.03434456316491264, 0.22675176166098782, 0.0, 0.04314899860467309]","[0.051443828756782606, 0.15335265281303337, 0.04470541068219148, 0.2552467592735667, 0.04314899860467309, 0.0]"
"[0.0, 0.18864487371795213, 0.18703387727348267, 0.055057563678032974]","[0.18864487371795213, 0.0, 0.25539632851540994, 0.22372543405595657]","[0.18703387727348267, 0.25539632851540994, 0.0, 0.1643708201628948]","[0.055057563678032974, 0.22372543405595657, 0.1643708201628948, 0.0]"
"[0.0, 0.04845648704681287, 0.19614301633422343, 0.17865852544707686]","[0.04845648704681287, 0.0, 0.16827530629306137, 0.18430833963701515]","[0.19614301633422343, 0.16827530629306137, 0.0, 0.20691046047698622]","[0.17865852544707686, 0.18430833963701515, 0.20691046047698622, 0.0]"
"[0.0, 0.1942112489749909, 0.3055947310379216, 0.20450390022506143, 0.19926570441704453, 0.1957554258703619]","[0.1942112489749909, 0.0, 0.2369240565686086, 0.05040493671084521, 0.023258335631915775, 0.023974372206320427]","[0.3055947310379216, 0.2369240565686086, 0.0, 0.2012811804094716, 0.24502684809660408, 0.2450958519324157]","[0.20450390022506143, 0.05040493671084521, 0.2012811804094716, 0.0, 0.05072375881494169, 0.05105604816901443]","[0.19926570441704453, 0.023258335631915775, 0.24502684809660408, 0.05072375881494169, 0.0, 0.005815526314990443]","[0.1957554258703619, 0.023974372206320427, 0.2450958519324157, 0.05105604816901443, 0.005815526314990443, 0.0]"
"[0.0, 0.184354332322012, 0.032807749390935365, 0.05958779745645482, 0.21462567813040823]","[0.184354332322012, 0.0, 0.1912091576038317, 0.2230585517599547, 0.293698788277819]","[0.032807749390935365, 0.1912091576038317, 0.0, 0.060465914405412595, 0.21123842376962945]","[0.05958779745645482, 0.2230585517599547, 0.060465914405412595, 0.0, 0.17557768353010145]","[0.21462567813040823, 0.293698788277819, 0.21123842376962945, 0.17557768353010145, 0.0]"
"[0.0, 0.012596951457671654, 0.29621615266799844, 0.04448745649926967]","[0.012596951457671654, 0.0, 0.3021381328734913, 0.04587958238198615]","[0.29621615266799844, 0.3021381328734913, 0.0, 0.28118627691877335]","[0.04448745649926967, 0.04587958238198615, 0.28118627691877335, 0.0]"
"[0.0, 0.046311984693382435, 0.060385660981485935, 0.23611033727278768, 0.06432715660987569, 0.14505573842698985]","[0.046311984693382435, 0.0, 0.032878049375309026, 0.23061359336696496, 0.05060992955392454, 0.17532338866805897]","[0.060385660981485935, 0.032878049375309026, 0.0, 0.20498503401370416, 0.03357728137076877, 0.18593237263281504]","[0.23611033727278768, 0.23061359336696496, 0.20498503401370416, 0.0, 0.1948002301110051, 0.29126324040916823]","[0.06432715660987569, 0.05060992955392454, 0.03357728137076877, 0.1948002301110051, 0.0, 0.18183976013032227]","[0.14505573842698985, 0.17532338866805897, 0.18593237263281504, 0.29126324040916823, 0.18183976013032227, 0.0]"
