"[0.0, 0.09566496597127767, 0.2521485059396923, 0.03284614205076523, 0.0, 0.2672612419124244]","[0.09566496597127767, 0.0, 0.19297560294849014, 0.0773923984208613, 0.09566496597127767, 0.2916241465605049]","[0.2521485059396923, 0.19297560294849014, 0.0, 0.2282177322938192, 0.2521485059396923, 0.38377627101017614]","[0.03284614205076523, 0.0773923984208613, 0.2282177322938192, 0.0, 0.03284614205076523, 0.2911773105694813]","[0.0, 0.09566496597127767, 0.2521485059396923, 0.03284614205076523, 0.0, 0.2672612419124244]","[0.2672612419124244, 0.2916241465605049, 0.38377627101017614, 0.2911773105694813, 0.2672612419124244, 0.0]"
"[0.0, 0.09547032697824667, 0.28641098093474, 0.07216878364870322]","[0.09547032697824667, 0.0, 0.2602082499332666, 0.0625]","[0.28641098093474, 0.2602082499332666, 0.0, 0.27716947282604315]","[0.07216878364870322, 0.0625, 0.27716947282604315, 0.0]"
